Ano;Mês;Países;"Bloco Econômico";"Código NCM";"Descrição NCM";"Valor FOB (US$)";"Quilograma Líquido";"Quantidade Estatística"
2019;02;Libéria;África;08101000;"Morangos frescos";60;15;15
2019;10;Alemanha;Europa;08101000;"Morangos frescos";60;15;15
2019;08;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";60;12;12
2019;08;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";60;12;12
2019;12;Chile;"América do Sul";08101000;"Morangos frescos";60;5;10
2019;04;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";59;11;11
2019;04;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";59;11;11
2019;08;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";59;10;10
2019;01;Malta;Europa;08101000;"Morangos frescos";56;15;16
2019;01;Malta;"União Europeia - UE";08101000;"Morangos frescos";56;15;16
2019;10;Libéria;África;08101000;"Morangos frescos";54;18;17
2019;02;Filipinas;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";54;10;10
2019;02;Filipinas;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";54;10;10
2019;12;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";51;13;13
2019;06;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";50;10;10
2019;06;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";50;10;10
2019;01;Dinamarca;Europa;08101000;"Morangos frescos";50;5;5
2019;01;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";50;5;5
2019;11;"Reino Unido";Europa;08101000;"Morangos frescos";49;5;5
2019;12;Chipre;"União Europeia - UE";08101000;"Morangos frescos";48;5;5
2019;12;Chipre;Europa;08101000;"Morangos frescos";48;5;5
2019;08;Gibraltar;Europa;08101000;"Morangos frescos";46;36;20
2019;06;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";46;14;14
2019;03;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";45;10;10
2019;02;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";45;10;4
2019;06;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";44;14;14
2019;08;Malta;Europa;08101000;"Morangos frescos";44;12;12
2019;08;Malta;"União Europeia - UE";08101000;"Morangos frescos";44;12;12
2019;12;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";42;7;7
2019;12;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";42;7;7
2019;11;Irã;"Oriente Médio";08101000;"Morangos frescos";41;14;14
2019;03;Malta;"União Europeia - UE";08101000;"Morangos frescos";41;10;10
2019;03;Malta;Europa;08101000;"Morangos frescos";41;10;10
2019;04;"Reino Unido";Europa;08101000;"Morangos frescos";40;19;10
2019;04;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";40;6;6
2019;04;Dinamarca;Europa;08101000;"Morangos frescos";40;6;6
2019;03;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";39;8;8
2019;03;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";39;8;8
2019;03;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";36;20;20
2019;12;Dinamarca;Europa;08101000;"Morangos frescos";36;5;5
2019;12;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";36;5;5
2019;11;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";36;4;4
2019;11;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";36;4;4
2019;04;Libéria;África;08101000;"Morangos frescos";35;13;7
2019;10;"Reino Unido";Europa;08101000;"Morangos frescos";35;10;10
2019;11;Noruega;Europa;08101000;"Morangos frescos";35;7;7
2019;05;Grécia;Europa;08101000;"Morangos frescos";35;5;5
2019;05;Grécia;"União Europeia - UE";08101000;"Morangos frescos";35;5;5
2019;12;Grécia;Europa;08101000;"Morangos frescos";34;10;10
2019;12;Grécia;"União Europeia - UE";08101000;"Morangos frescos";34;10;10
2019;11;Barein;"Oriente Médio";08101000;"Morangos frescos";34;3;5
2019;07;Barein;"Oriente Médio";08101000;"Morangos frescos";34;2;5
2019;03;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";33;6;6
2019;03;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";33;6;6
2019;06;Irã;"Oriente Médio";08101000;"Morangos frescos";32;10;10
2019;09;Alemanha;Europa;08101000;"Morangos frescos";32;5;5
2019;01;Turquia;Europa;08101000;"Morangos frescos";32;5;5
2019;09;Turquia;Europa;08101000;"Morangos frescos";32;5;5
2019;09;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";32;5;5
2019;09;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";31;10;10
2019;08;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";31;5;5
2019;09;Chipre;Europa;08101000;"Morangos frescos";31;3;3
2019;09;Chipre;"União Europeia - UE";08101000;"Morangos frescos";31;3;3
2019;06;Malta;"União Europeia - UE";08101000;"Morangos frescos";30;8;8
2019;06;Malta;Europa;08101000;"Morangos frescos";30;8;8
2019;09;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";30;6;6
2019;09;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";30;6;6
2019;02;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";30;6;6
2019;02;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";30;6;6
2019;06;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";29;7;7
2019;06;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";29;7;7
2019;02;"Reino Unido";Europa;08101000;"Morangos frescos";29;5;5
2019;03;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";29;5;5
2019;09;"Cayman, Ilhas";"América Central e Caribe";08101000;"Morangos frescos";29;2;4
2019;08;Barein;"Oriente Médio";08101000;"Morangos frescos";29;2;4
2019;07;"Arábia Saudita";"Oriente Médio";08101000;"Morangos frescos";28;5;5
2019;01;Filipinas;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";27;5;5
2019;01;Filipinas;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";27;5;5
2019;03;Noruega;Europa;08101000;"Morangos frescos";26;5;5
2019;01;Suíça;Europa;08101000;"Morangos frescos";25;5;5
2019;12;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";25;5;5
2019;12;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";25;5;5
2019;06;Noruega;Europa;08101000;"Morangos frescos";24;5;5
2019;10;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";24;4;4
2019;10;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";24;4;4
2019;04;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";23;5;5
2019;02;"Arábia Saudita";"Oriente Médio";08101000;"Morangos frescos";23;5;5
2019;04;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";23;5;5
2019;08;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";23;5;5
2019;05;Barein;"Oriente Médio";08101000;"Morangos frescos";22;3;3
2019;05;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";21;5;5
2019;10;Turquia;Europa;08101000;"Morangos frescos";20;5;5
2019;02;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";20;5;5
2019;08;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";20;5;5
2019;02;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";20;5;5
2019;01;"Reino Unido";Europa;08101000;"Morangos frescos";19;5;5
2019;10;"Ilha de Man";Europa;08101000;"Morangos frescos";16;3;3
2019;10;"Ilha de Man";"União Europeia - UE";08101000;"Morangos frescos";16;3;3
2019;02;Noruega;Europa;08101000;"Morangos frescos";15;10;10
2019;09;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";15;2;2
2019;09;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";15;2;2
2019;07;Grécia;"União Europeia - UE";08101000;"Morangos frescos";15;2;2
2019;07;Grécia;Europa;08101000;"Morangos frescos";15;2;2
2019;01;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";14;6;4
2019;06;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";14;4;4
2019;05;Malta;"União Europeia - UE";08101000;"Morangos frescos";14;3;3
2019;05;Malta;Europa;08101000;"Morangos frescos";14;3;3
2019;08;Chipre;"União Europeia - UE";08101000;"Morangos frescos";14;3;3
2019;08;Chipre;Europa;08101000;"Morangos frescos";14;3;3
2019;05;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";14;2;2
2019;05;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";14;2;2
2019;11;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";13;4;4
2019;06;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";13;3;3
2019;06;Dinamarca;Europa;08101000;"Morangos frescos";13;2;2
2019;06;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";13;2;2
2019;10;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";12;4;4
2019;08;Bermudas;"América Central e Caribe";08101000;"Morangos frescos";12;2;2
2019;11;Grécia;Europa;08101000;"Morangos frescos";11;10;10
2019;11;Grécia;"União Europeia - UE";08101000;"Morangos frescos";11;10;10
2019;12;Filipinas;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";11;3;3
2019;01;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";11;3;3
2019;12;Filipinas;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";11;3;3
2019;09;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";9;6;5
2019;02;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";9;5;5
2019;04;Chipre;Europa;08101000;"Morangos frescos";9;2;2
2019;04;Chipre;"União Europeia - UE";08101000;"Morangos frescos";9;2;2
2019;01;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";8;5;5
2019;02;Malta;Europa;08101000;"Morangos frescos";6;2;2
2019;02;Malta;"União Europeia - UE";08101000;"Morangos frescos";6;2;2
2019;09;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";4;6;6
2019;11;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";4;2;2
2018;09;Panamá;"América Central e Caribe";08101000;"Morangos frescos";39729;36486;36486
2018;12;Panamá;"América Central e Caribe";08101000;"Morangos frescos";9992;7757;7761
2018;11;Panamá;"América Central e Caribe";08101000;"Morangos frescos";9850;7561;7561
2018;10;Panamá;"América Central e Caribe";08101000;"Morangos frescos";6467;6276;6276
2018;09;Portugal;Europa;08101000;"Morangos frescos";3151;2826;2826
2018;09;Portugal;"União Europeia - UE";08101000;"Morangos frescos";3151;2826;2826
2018;12;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";2091;167;149
2018;11;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1745;1336;1336
2018;11;Portugal;Europa;08101000;"Morangos frescos";1745;1336;1336
2018;11;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";1612;400;400
2018;12;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";1272;220;220
2018;12;Argentina;"América do Sul";08101000;"Morangos frescos";1272;220;220
2018;10;Portugal;"União Europeia - UE";08101000;"Morangos frescos";917;1021;1021
2018;10;Portugal;Europa;08101000;"Morangos frescos";917;1021;1021
2018;12;Portugal;Europa;08101000;"Morangos frescos";750;671;671
2018;12;Portugal;"União Europeia - UE";08101000;"Morangos frescos";750;671;671
2018;12;França;"União Europeia - UE";08101000;"Morangos frescos";348;20;20
2018;12;França;Europa;08101000;"Morangos frescos";348;20;20
2018;12;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";277;60;49
2018;10;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";269;156;156
2018;11;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";227;38;41
2018;11;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";227;38;41
2018;12;Suíça;Europa;08101000;"Morangos frescos";170;29;29
2018;11;"Reino Unido";Europa;08101000;"Morangos frescos";158;16;19
2018;12;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";145;48;19
2018;12;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";145;48;19
2018;12;Grécia;Europa;08101000;"Morangos frescos";141;25;25
2018;12;Grécia;"União Europeia - UE";08101000;"Morangos frescos";141;25;25
2018;12;Noruega;Europa;08101000;"Morangos frescos";131;22;22
2018;12;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";122;19;20
2018;12;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";92;17;17
2018;12;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";92;17;17
2018;10;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";87;16;19
2018;10;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";84;20;20
2018;10;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";84;20;20
2018;11;Noruega;Europa;08101000;"Morangos frescos";79;15;15
2018;11;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";77;7;7
2018;11;Libéria;África;08101000;"Morangos frescos";69;17;17
2018;11;Turquia;Europa;08101000;"Morangos frescos";61;10;10
2018;11;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";54;20;20
2018;10;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";53;5;5
2018;10;Itália;"União Europeia - UE";08101000;"Morangos frescos";48;10;10
2018;10;Itália;Europa;08101000;"Morangos frescos";48;10;10
2018;11;Malta;"União Europeia - UE";08101000;"Morangos frescos";39;48;8
2018;11;Malta;Europa;08101000;"Morangos frescos";39;48;8
2018;10;Libéria;África;08101000;"Morangos frescos";38;10;10
2018;09;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";38;5;5
2018;09;Dinamarca;Europa;08101000;"Morangos frescos";38;5;5
2018;12;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";33;5;5
2018;12;Dinamarca;Europa;08101000;"Morangos frescos";27;5;5
2018;12;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";27;5;5
2018;11;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";24;5;5
2018;09;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";22;3;3
2018;09;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";20;5;5
2018;09;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";20;5;5
2018;08;"Reino Unido";Europa;08101000;"Morangos frescos";18;5;5
2018;11;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";17;3;3
2018;12;Malta;Europa;08101000;"Morangos frescos";12;3;3
2018;12;Malta;"União Europeia - UE";08101000;"Morangos frescos";12;3;3
2018;10;Chile;"América do Sul";08101000;"Morangos frescos";10;5;5
2018;08;Panamá;"América Central e Caribe";08101000;"Morangos frescos";10;3;3
2018;10;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";10;3;3
2018;12;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";4;17;1
2018;12;Chipre;"União Europeia - UE";08101000;"Morangos frescos";2;1;1
2018;12;Chipre;Europa;08101000;"Morangos frescos";2;1;1
