Ano;Mês;Países;"Bloco Econômico";"Código NCM";"Descrição NCM";"Valor FOB (US$)";"Quilograma Líquido";"Quantidade Estatística"
2020;02;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";80;16;16
2020;02;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";80;16;16
2020;05;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";80;10;10
2020;10;Malásia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";78;15;15
2020;10;Malásia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";78;15;15
2020;01;"Reino Unido";Europa;08101000;"Morangos frescos";77;15;15
2020;09;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";77;13;13
2020;05;Barein;"Oriente Médio";08101000;"Morangos frescos";77;9;10
2020;03;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";76;20;25
2020;10;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";76;10;10
2020;11;Malta;Europa;08101000;"Morangos frescos";74;13;14
2020;11;Malta;"União Europeia - UE";08101000;"Morangos frescos";74;13;14
2020;09;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";72;11;11
2020;09;Dinamarca;Europa;08101000;"Morangos frescos";72;11;11
2020;10;Turquia;Europa;08101000;"Morangos frescos";71;10;10
2020;08;Malta;Europa;08101000;"Morangos frescos";70;36;36
2020;08;Malta;"União Europeia - UE";08101000;"Morangos frescos";70;36;36
2020;05;Chipre;"União Europeia - UE";08101000;"Morangos frescos";68;10;10
2020;05;Chipre;Europa;08101000;"Morangos frescos";68;10;10
2020;09;Grécia;Europa;08101000;"Morangos frescos";66;19;19
2020;09;Grécia;"União Europeia - UE";08101000;"Morangos frescos";66;19;19
2020;11;"Ilha de Man";"União Europeia - UE";08101000;"Morangos frescos";66;15;15
2020;11;"Ilha de Man";Europa;08101000;"Morangos frescos";66;15;15
2020;09;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";65;11;10
2020;07;Portugal;"União Europeia - UE";08101000;"Morangos frescos";63;11;9
2020;07;Portugal;Europa;08101000;"Morangos frescos";63;11;9
2020;04;Grécia;Europa;08101000;"Morangos frescos";62;20;20
2020;04;Grécia;"União Europeia - UE";08101000;"Morangos frescos";62;20;20
2020;05;Malásia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";62;8;8
2020;05;Malásia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";62;8;8
2020;04;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";60;12;12
2020;01;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";59;12;12
2020;01;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";59;12;12
2020;09;Guiana;"América do Sul";08101000;"Morangos frescos";59;8;8
2020;08;Chipre;Europa;08101000;"Morangos frescos";57;15;15
2020;08;Chipre;"União Europeia - UE";08101000;"Morangos frescos";57;15;15
2020;10;Guiana;"América do Sul";08101000;"Morangos frescos";57;8;8
2020;12;Chipre;"União Europeia - UE";08101000;"Morangos frescos";54;20;20
2020;12;Chipre;Europa;08101000;"Morangos frescos";54;20;20
2020;04;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";53;7;7
2020;06;Chipre;"União Europeia - UE";08101000;"Morangos frescos";52;7;7
2020;06;Chipre;Europa;08101000;"Morangos frescos";52;7;7
2020;02;Bermudas;"América Central e Caribe";08101000;"Morangos frescos";51;5;5
2020;12;"Cayman, Ilhas";"América Central e Caribe";08101000;"Morangos frescos";50;10;10
2020;08;"Reino Unido";Europa;08101000;"Morangos frescos";49;10;10
2020;04;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";49;6;6
2020;04;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";49;6;6
2020;11;Grécia;"União Europeia - UE";08101000;"Morangos frescos";48;11;11
2020;11;Grécia;Europa;08101000;"Morangos frescos";48;11;11
2020;02;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";48;8;8
2020;02;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";48;8;8
2020;03;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";47;21;21
2020;03;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";47;21;21
2020;08;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";47;13;13
2020;04;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";47;10;10
2020;04;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";47;10;10
2020;12;Argentina;"América do Sul";08101000;"Morangos frescos";46;9;9
2020;12;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";46;9;9
2020;10;Chile;"América do Sul";08101000;"Morangos frescos";45;8;7
2020;06;Bélgica;Europa;08101000;"Morangos frescos";45;5;5
2020;06;Bélgica;"União Europeia - UE";08101000;"Morangos frescos";45;5;5
2020;07;Malta;Europa;08101000;"Morangos frescos";43;9;9
2020;07;Malta;"União Europeia - UE";08101000;"Morangos frescos";43;9;9
2020;07;"Reino Unido";Europa;08101000;"Morangos frescos";40;10;10
2020;12;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";40;10;10
2020;03;Malta;Europa;08101000;"Morangos frescos";39;14;10
2020;03;Malta;"União Europeia - UE";08101000;"Morangos frescos";39;14;10
2020;06;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";39;5;5
2020;05;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";39;5;5
2020;06;Alemanha;Europa;08101000;"Morangos frescos";39;5;5
2020;10;Chipre;"União Europeia - UE";08101000;"Morangos frescos";39;5;2
2020;10;Chipre;Europa;08101000;"Morangos frescos";39;5;2
2020;05;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";38;12;12
2020;05;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";38;12;12
2020;07;Chipre;Europa;08101000;"Morangos frescos";38;5;5
2020;07;Chipre;"União Europeia - UE";08101000;"Morangos frescos";38;5;5
2020;12;"Reino Unido";Europa;08101000;"Morangos frescos";37;10;10
2020;03;França;"União Europeia - UE";08101000;"Morangos frescos";37;3;3
2020;03;França;Europa;08101000;"Morangos frescos";37;3;3
2020;03;Noruega;Europa;08101000;"Morangos frescos";35;8;8
2020;11;Malásia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";35;5;5
2020;11;Malásia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";35;5;5
2020;10;Malta;Europa;08101000;"Morangos frescos";34;12;12
2020;10;Malta;"União Europeia - UE";08101000;"Morangos frescos";34;12;12
2020;12;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";34;8;8
2020;12;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";34;8;8
2020;12;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";34;5;5
2020;12;Alemanha;Europa;08101000;"Morangos frescos";34;5;5
2020;08;Bermudas;"América Central e Caribe";08101000;"Morangos frescos";34;4;5
2020;08;Dinamarca;Europa;08101000;"Morangos frescos";33;24;24
2020;08;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";33;24;24
2020;06;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";33;10;10
2020;05;Omã;"Oriente Médio";08101000;"Morangos frescos";31;31;5
2020;07;Grécia;"União Europeia - UE";08101000;"Morangos frescos";31;10;10
2020;07;Grécia;Europa;08101000;"Morangos frescos";31;10;10
2020;08;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";31;8;8
2020;08;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";30;6;6
2020;08;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";30;6;6
2020;02;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";30;5;5
2020;02;Alemanha;Europa;08101000;"Morangos frescos";30;5;5
2020;08;Guiana;"América do Sul";08101000;"Morangos frescos";30;4;4
2020;03;Grécia;"União Europeia - UE";08101000;"Morangos frescos";29;9;9
2020;03;Grécia;Europa;08101000;"Morangos frescos";29;9;9
2020;01;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";29;5;5
2020;10;"Ilha de Man";"União Europeia - UE";08101000;"Morangos frescos";28;6;6
2020;10;"Ilha de Man";Europa;08101000;"Morangos frescos";28;6;6
2020;01;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";26;4;4
2020;01;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";26;4;4
2020;07;Gibraltar;Europa;08101000;"Morangos frescos";25;5;5
2020;12;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";24;10;10
2020;09;Gibraltar;Europa;08101000;"Morangos frescos";24;3;3
2020;12;Bélgica;Europa;08101000;"Morangos frescos";23;5;5
2020;09;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";23;5;5
2020;09;Alemanha;Europa;08101000;"Morangos frescos";23;5;5
2020;12;Bélgica;"União Europeia - UE";08101000;"Morangos frescos";23;5;5
2020;02;Malta;"União Europeia - UE";08101000;"Morangos frescos";21;6;6
2020;02;Malta;Europa;08101000;"Morangos frescos";21;6;6
2020;03;Índia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";21;5;5
2020;01;Turquia;Europa;08101000;"Morangos frescos";21;5;5
2020;04;Dinamarca;Europa;08101000;"Morangos frescos";21;3;3
2020;04;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";21;3;3
2020;01;Chipre;Europa;08101000;"Morangos frescos";20;5;5
2020;01;Chipre;"União Europeia - UE";08101000;"Morangos frescos";20;5;5
2020;10;"Reino Unido";Europa;08101000;"Morangos frescos";19;5;5
2020;04;Bermudas;"América Central e Caribe";08101000;"Morangos frescos";19;4;4
2020;10;Suíça;Europa;08101000;"Morangos frescos";19;3;3
2020;06;"Coreia do Sul";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";18;8;8
2020;03;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";17;3;3
2020;03;Alemanha;Europa;08101000;"Morangos frescos";17;3;3
2020;09;Chipre;"União Europeia - UE";08101000;"Morangos frescos";16;3;3
2020;09;Chipre;Europa;08101000;"Morangos frescos";16;3;3
2020;06;Guiana;"América do Sul";08101000;"Morangos frescos";16;2;2
2020;11;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";15;3;3
2020;04;Guiana;"América do Sul";08101000;"Morangos frescos";15;2;2
2020;08;França;Europa;08101000;"Morangos frescos";14;10;10
2020;08;França;"União Europeia - UE";08101000;"Morangos frescos";14;10;10
2020;04;"Reino Unido";Europa;08101000;"Morangos frescos";14;3;3
2020;04;Bélgica;Europa;08101000;"Morangos frescos";14;2;2
2020;04;Bélgica;"União Europeia - UE";08101000;"Morangos frescos";14;2;2
2020;09;"Reino Unido";Europa;08101000;"Morangos frescos";13;4;4
2020;12;Barbados;"América Central e Caribe";08101000;"Morangos frescos";13;3;3
2020;12;Suíça;Europa;08101000;"Morangos frescos";12;5;5
2020;04;Malta;Europa;08101000;"Morangos frescos";11;10;10
2020;04;Malta;"União Europeia - UE";08101000;"Morangos frescos";11;10;10
2020;08;Filipinas;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";11;2;2
2020;08;Filipinas;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";11;2;2
2020;10;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";10;1;1
2020;03;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";9;7;5
2020;05;"Reino Unido";Europa;08101000;"Morangos frescos";9;5;5
2020;12;Portugal;"União Europeia - UE";08101000;"Morangos frescos";8;12;12
2020;12;Portugal;Europa;08101000;"Morangos frescos";8;12;12
2020;02;Irã;"Oriente Médio";08101000;"Morangos frescos";7;5;5
2020;05;Malta;Europa;08101000;"Morangos frescos";7;3;1
2020;05;Malta;"União Europeia - UE";08101000;"Morangos frescos";7;3;1
2020;06;Japão;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";7;2;2
2020;04;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";6;5;5
2020;09;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";6;1;1
2020;05;"Cayman, Ilhas";"América Central e Caribe";08101000;"Morangos frescos";5;5;5
2020;09;"Taiwan (Formosa)";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";2;1;1
2020;08;"Países Baixos (Holanda)";"União Europeia - UE";08101000;"Morangos frescos";2;1;1
2020;08;"Países Baixos (Holanda)";Europa;08101000;"Morangos frescos";2;1;1
2019;02;Panamá;"América Central e Caribe";08101000;"Morangos frescos";31049;25152;25152
2019;04;Panamá;"América Central e Caribe";08101000;"Morangos frescos";22142;16379;16378
2019;09;Panamá;"América Central e Caribe";08101000;"Morangos frescos";21262;18188;18185
2019;08;Panamá;"América Central e Caribe";08101000;"Morangos frescos";17563;13888;13888
2019;06;Panamá;"América Central e Caribe";08101000;"Morangos frescos";17071;13562;12707
2019;05;Panamá;"América Central e Caribe";08101000;"Morangos frescos";16263;12005;12005
2019;07;Panamá;"América Central e Caribe";08101000;"Morangos frescos";15105;13138;13136
2019;10;Panamá;"América Central e Caribe";08101000;"Morangos frescos";10992;11456;11456
2019;12;Panamá;"América Central e Caribe";08101000;"Morangos frescos";10727;10680;10679
2019;11;Panamá;"América Central e Caribe";08101000;"Morangos frescos";10451;10700;10700
2019;03;Panamá;"América Central e Caribe";08101000;"Morangos frescos";4607;5059;5060
2019;12;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";3992;811;816
2019;02;Argentina;"América do Sul";08101000;"Morangos frescos";3397;620;620
2019;02;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";3397;620;620
2019;01;Argentina;"América do Sul";08101000;"Morangos frescos";2639;410;410
2019;01;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";2639;410;410
2019;12;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";2607;470;470
2019;12;Argentina;"América do Sul";08101000;"Morangos frescos";2607;470;470
2019;03;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";2462;440;440
2019;03;Argentina;"América do Sul";08101000;"Morangos frescos";2462;440;440
2019;02;Portugal;Europa;08101000;"Morangos frescos";1575;1662;1662
2019;02;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1575;1662;1662
2019;08;Portugal;Europa;08101000;"Morangos frescos";1318;1162;1162
2019;08;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1318;1162;1162
2019;12;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1292;1160;1160
2019;12;Portugal;Europa;08101000;"Morangos frescos";1292;1160;1160
2019;07;Portugal;Europa;08101000;"Morangos frescos";1245;1017;1018
2019;07;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1245;1017;1018
2019;01;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";1244;990;990
2019;03;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1232;947;947
2019;03;Portugal;Europa;08101000;"Morangos frescos";1232;947;947
2019;09;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1202;1127;1127
2019;09;Portugal;Europa;08101000;"Morangos frescos";1202;1127;1127
2019;11;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1129;985;985
2019;11;Portugal;Europa;08101000;"Morangos frescos";1129;985;985
2019;05;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";1089;1740;1740
2019;10;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1086;1223;1223
2019;10;Portugal;Europa;08101000;"Morangos frescos";1086;1223;1223
2019;06;Portugal;Europa;08101000;"Morangos frescos";1003;1023;1023
2019;06;Portugal;"União Europeia - UE";08101000;"Morangos frescos";1003;1023;1023
2019;04;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";993;170;170
2019;04;Argentina;"América do Sul";08101000;"Morangos frescos";993;170;170
2019;04;Portugal;"União Europeia - UE";08101000;"Morangos frescos";902;784;784
2019;04;Portugal;Europa;08101000;"Morangos frescos";902;784;784
2019;05;Portugal;"União Europeia - UE";08101000;"Morangos frescos";889;869;870
2019;05;Portugal;Europa;08101000;"Morangos frescos";889;869;870
2019;02;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";775;182;182
2019;05;Bermudas;"América Central e Caribe";08101000;"Morangos frescos";660;60;60
2019;04;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";591;92;89
2019;10;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";480;77;79
2019;05;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";456;84;84
2019;05;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";456;84;84
2019;11;Alemanha;Europa;08101000;"Morangos frescos";454;80;80
2019;11;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";454;80;80
2019;10;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";395;65;71
2019;10;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";395;65;71
2019;09;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";349;50;58
2019;09;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";349;50;58
2019;07;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";337;57;53
2019;01;Panamá;"América Central e Caribe";08101000;"Morangos frescos";332;74;80
2019;05;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";322;69;69
2019;05;Libéria;África;08101000;"Morangos frescos";321;53;54
2019;09;Libéria;África;08101000;"Morangos frescos";289;43;43
2019;11;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";279;70;70
2019;05;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";271;30;30
2019;08;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";251;38;38
2019;08;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";251;38;38
2019;11;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";246;44;47
2019;11;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";246;44;47
2019;03;Libéria;África;08101000;"Morangos frescos";246;42;40
2019;07;Libéria;África;08101000;"Morangos frescos";241;39;38
2019;07;Noruega;Europa;08101000;"Morangos frescos";229;28;37
2019;01;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";225;46;35
2019;01;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";225;46;35
2019;07;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";217;59;59
2019;11;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";213;22;32
2019;10;Malta;"União Europeia - UE";08101000;"Morangos frescos";209;30;29
2019;10;Malta;Europa;08101000;"Morangos frescos";209;30;29
2019;01;Libéria;África;08101000;"Morangos frescos";199;43;40
2019;08;Libéria;África;08101000;"Morangos frescos";197;33;34
2019;03;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";196;46;44
2019;03;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";191;152;152
2019;09;Noruega;Europa;08101000;"Morangos frescos";188;30;30
2019;10;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";187;35;35
2019;03;França;"União Europeia - UE";08101000;"Morangos frescos";187;10;10
2019;03;França;Europa;08101000;"Morangos frescos";187;10;10
2019;07;Malta;"União Europeia - UE";08101000;"Morangos frescos";183;28;28
2019;07;Malta;Europa;08101000;"Morangos frescos";183;28;28
2019;06;Grécia;Europa;08101000;"Morangos frescos";179;23;23
2019;06;Grécia;"União Europeia - UE";08101000;"Morangos frescos";179;23;23
2019;01;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";174;49;45
2019;10;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";169;34;34
2019;10;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";169;34;34
2019;10;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";169;20;20
2019;10;Argentina;"América do Sul";08101000;"Morangos frescos";169;20;20
2019;04;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";168;25;25
2019;12;Malta;Europa;08101000;"Morangos frescos";160;30;30
2019;12;Malta;"União Europeia - UE";08101000;"Morangos frescos";160;30;30
2019;12;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";159;30;30
2019;01;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";151;36;36
2019;11;Dinamarca;Europa;08101000;"Morangos frescos";147;17;22
2019;11;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";147;17;22
2019;11;Libéria;África;08101000;"Morangos frescos";146;23;23
2019;10;Noruega;Europa;08101000;"Morangos frescos";145;31;33
2019;12;Libéria;África;08101000;"Morangos frescos";138;20;23
2019;08;Noruega;Europa;08101000;"Morangos frescos";135;22;22
2019;12;França;"União Europeia - UE";08101000;"Morangos frescos";134;15;15
2019;12;França;Europa;08101000;"Morangos frescos";134;15;15
2019;08;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";133;31;33
2019;02;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";127;21;21
2019;02;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";127;21;21
2019;06;Barein;"Oriente Médio";08101000;"Morangos frescos";124;14;16
2019;09;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";123;39;37
2019;03;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";120;28;28
2019;10;Chipre;"União Europeia - UE";08101000;"Morangos frescos";120;22;22
2019;10;Chipre;Europa;08101000;"Morangos frescos";120;22;22
2019;06;Libéria;África;08101000;"Morangos frescos";117;14;16
2019;04;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";116;19;18
2019;06;"Reino Unido";Europa;08101000;"Morangos frescos";116;11;11
2019;03;Dinamarca;Europa;08101000;"Morangos frescos";107;18;18
2019;03;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";107;18;18
2019;12;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";106;16;17
2019;10;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";105;17;17
2019;05;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";99;24;24
2019;10;Dinamarca;Europa;08101000;"Morangos frescos";99;16;16
2019;10;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";99;16;16
2019;01;Noruega;Europa;08101000;"Morangos frescos";94;22;24
2019;12;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";93;9;14
2019;12;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";93;9;14
2019;03;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";92;11;12
2019;03;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";92;11;12
2019;12;"Reino Unido";Europa;08101000;"Morangos frescos";91;12;12
2019;08;Irã;"Oriente Médio";08101000;"Morangos frescos";89;24;24
2019;07;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";88;18;18
2019;07;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";88;18;18
2019;05;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";86;8;8
2019;09;"Marshall, Ilhas";Oceania;08101000;"Morangos frescos";85;11;11
2019;02;Barbados;"América Central e Caribe";08101000;"Morangos frescos";84;16;16
2019;05;Chipre;"União Europeia - UE";08101000;"Morangos frescos";84;8;8
2019;05;Chipre;Europa;08101000;"Morangos frescos";84;8;8
2019;10;Bélgica;"União Europeia - UE";08101000;"Morangos frescos";81;15;15
2019;10;Bélgica;Europa;08101000;"Morangos frescos";81;15;15
2019;10;Omã;"Oriente Médio";08101000;"Morangos frescos";81;8;8
2019;09;Malta;"União Europeia - UE";08101000;"Morangos frescos";79;20;20
2019;09;Malta;Europa;08101000;"Morangos frescos";79;20;20
2019;11;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";79;16;16
2019;11;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";79;16;16
2019;09;Bélgica;Europa;08101000;"Morangos frescos";73;10;10
2019;09;Bélgica;"União Europeia - UE";08101000;"Morangos frescos";73;10;10
2019;04;Bermudas;"América Central e Caribe";08101000;"Morangos frescos";73;10;10
2019;03;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";70;15;15
2019;01;Grécia;"União Europeia - UE";08101000;"Morangos frescos";70;13;10
2019;01;Grécia;Europa;08101000;"Morangos frescos";70;13;10
2019;07;Singapura;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";70;10;10
2019;07;Singapura;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";70;10;10
2019;07;"Estados Unidos";"América do Norte";08101000;"Morangos frescos";69;84;27
2019;05;Tailândia;"Associação de Nações do Sudeste Asiático - ASEAN";08101000;"Morangos frescos";69;14;14
2019;05;Tailândia;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";69;14;14
2019;08;Bahamas;"América Central e Caribe";08101000;"Morangos frescos";69;8;8
2019;06;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";68;8;8
2019;06;Alemanha;Europa;08101000;"Morangos frescos";68;8;8
2019;08;"Sri Lanka";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";67;10;10
2019;02;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";67;10;10
2019;02;Alemanha;Europa;08101000;"Morangos frescos";67;10;10
2019;02;"Hong Kong";"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";66;29;30
2019;06;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";66;20;20
2019;03;Chile;"América do Sul";08101000;"Morangos frescos";66;10;10
2019;10;China;"Ásia (Exclusive Oriente Médio)";08101000;"Morangos frescos";66;8;8
2019;05;Noruega;Europa;08101000;"Morangos frescos";66;7;10
2019;07;"Reino Unido";Europa;08101000;"Morangos frescos";65;4;4
2019;09;Argentina;"América do Sul";08101000;"Morangos frescos";64;10;10
2019;02;Grécia;Europa;08101000;"Morangos frescos";64;10;10
2019;02;Grécia;"União Europeia - UE";08101000;"Morangos frescos";64;10;10
2019;09;Argentina;"Mercado Comum do Sul - Mercosul";08101000;"Morangos frescos";64;10;10
2019;08;"Reino Unido";Europa;08101000;"Morangos frescos";63;10;10
2019;04;Noruega;Europa;08101000;"Morangos frescos";62;11;11
2019;12;Noruega;Europa;08101000;"Morangos frescos";62;4;10
2019;09;Dinamarca;"União Europeia - UE";08101000;"Morangos frescos";61;10;10
2019;09;Dinamarca;Europa;08101000;"Morangos frescos";61;10;10
2019;10;Alemanha;"União Europeia - UE";08101000;"Morangos frescos";60;15;15
